date,shanghai,beijing,guangzhou,shenzhen
20160101,81.95833333333333,212.91666666666666,86.66666666666667,77.75
20160102,131.375,303.0833333333333,100.625,97.58333333333333
20160103,206.625,302.875,153.16666666666666,71.16666666666667
20160104,171.83333333333334,62.041666666666664,94.45833333333333,29.333333333333332
20160105,50.291666666666664,46.625,45.208333333333336,33.125
20160106,63.5,45.0,33.916666666666664,37.125
20160107,102.29166666666667,24.625,41.833333333333336,42.25
20160108,88.79166666666667,46.125,53.291666666666664,51.75
20160109,149.08333333333334,95.70833333333333,66.70833333333333,51.583333333333336
20160110,87.29166666666667,73.95833333333333,68.41666666666667,63.541666666666664
20160111,64.58333333333333,26.666666666666668,24.5,28.666666666666668
20160112,57.083333333333336,29.333333333333332,35.541666666666664,33.916666666666664
20160113,150.66666666666666,43.166666666666664,44.541666666666664,45.375
20160114,205.41666666666666,89.58333333333333,60.375,63.125
20160115,186.16666666666666,123.58333333333333,36.333333333333336,40.416666666666664
20160116,170.58333333333334,166.16666666666666,43.958333333333336,42.208333333333336
20160117,105.70833333333333,62.583333333333336,32.208333333333336,36.166666666666664
20160118,180.25,42.875,40.375,36.625
20160119,115.625,80.625,57.083333333333336,53.5
20160120,38.75,149.0,70.16666666666667,72.33333333333333
20160121,27.666666666666668,175.25,28.958333333333332,31.541666666666668
20160122,53.875,45.625,23.166666666666668,20.958333333333332
20160123,62.791666666666664,42.166666666666664,27.833333333333332,32.583333333333336
20160124,67.04166666666667,52.75,51.5,49.291666666666664
20160125,64.25,47.125,52.666666666666664,50.458333333333336
20160126,74.58333333333333,56.791666666666664,53.791666666666664,58.625
20160127,61.0,122.0,47.416666666666664,37.625
20160128,36.375,157.45833333333334,41.458333333333336,36.958333333333336
20160129,38.833333333333336,89.375,31.083333333333332,24.125
20160130,56.25,67.95833333333333,31.666666666666668,32.333333333333336
20160131,75.875,33.125,32.041666666666664,35.666666666666664
20160201,65.875,27.25,15.125,20.333333333333332
20160202,114.625,38.125,31.166666666666668,24.916666666666668
20160203,80.625,50.541666666666664,55.333333333333336,51.625
20160204,49.833333333333336,31.375,60.166666666666664,60.208333333333336
20160205,165.33333333333334,38.083333333333336,36.583333333333336,43.625
20160206,86.04166666666667,45.458333333333336,59.291666666666664,61.291666666666664
20160207,80.83333333333333,66.79166666666667,50.25,56.5
20160208,121.70833333333333,198.41666666666666,120.875,73.625
20160209,99.75,56.416666666666664,79.70833333333333,59.791666666666664
20160210,65.83333333333333,122.95833333333333,74.70833333333333,44.208333333333336
20160211,49.583333333333336,206.33333333333334,58.75,61.458333333333336
20160212,41.0,192.29166666666666,45.0,36.625
20160213,72.58333333333333,29.833333333333332,36.083333333333336,27.5
20160214,48.833333333333336,34.208333333333336,31.375,33.916666666666664
20160215,45.0,43.791666666666664,27.208333333333332,35.291666666666664
20160216,50.75,39.291666666666664,42.5,43.375
20160217,75.83333333333333,59.291666666666664,46.5,49.916666666666664
20160218,91.83333333333333,41.583333333333336,72.75,53.416666666666664
20160219,96.0,38.041666666666664,81.08333333333333,34.083333333333336
20160220,113.125,35.166666666666664,64.25,53.916666666666664
20160221,81.83333333333333,101.70833333333333,79.66666666666667,77.75
20160222,59.25,104.0,54.458333333333336,90.58333333333333
20160223,62.875,36.375,21.083333333333332,29.583333333333332
20160224,58.833333333333336,49.0,24.291666666666668,24.083333333333332
20160225,63.08695652173913,43.47826086956522,45.0,42.34782608695652
20160226,96.33333333333333,54.583333333333336,43.083333333333336,51.708333333333336
20160227,84.625,33.083333333333336,38.541666666666664,46.25
20160228,94.52173913043478,56.47826086956522,62.08695652173913,42.08695652173913
20160229,78.82608695652173,50.52173913043478,84.65217391304348,59.04347826086956
20160301,53.75,150.25,106.16666666666667,91.875
20160302,90.70833333333333,206.29166666666666,106.91666666666667,66.58333333333333
20160303,94.75,321.4166666666667,74.58333333333333,57.083333333333336
20160304,51.166666666666664,376.5,66.375,54.375
20160305,99.52173913043478,210.95652173913044,73.30434782608695,51.47826086956522
20160306,116.41666666666667,114.91666666666667,96.79166666666667,56.708333333333336
20160307,100.91304347826087,67.1304347826087,57.52173913043478,48.65217391304348
20160308,37.91304347826087,35.56521739130435,59.130434782608695,39.78260869565217
20160309,49.166666666666664,33.791666666666664,45.0,35.625
20160310,45.91304347826087,46.34782608695652,15.565217391304348,22.08695652173913
20160311,75.625,47.333333333333336,37.583333333333336,32.5
20160312,106.82608695652173,140.95652173913044,55.0,50.91304347826087
20160313,78.36363636363636,54.40909090909091,38.81818181818182,43.5
20160314,93.0,95.13636363636364,38.09090909090909,34.18181818181818
20160315,66.41666666666667,146.875,67.95833333333333,50.375
20160316,63.416666666666664,282.7083333333333,53.416666666666664,52.875
20160317,53.041666666666664,338.8333333333333,49.0,31.958333333333332
20160318,131.43478260869566,220.30434782608697,87.52173913043478,56.17391304347826
20160319,58.75,91.75,68.79166666666667,49.291666666666664
20160320,71.91666666666667,86.5,59.875,51.583333333333336
20160321,73.625,157.25,42.75,43.166666666666664
20160322,56.125,155.375,41.416666666666664,42.208333333333336
20160323,57.125,42.166666666666664,34.5,37.333333333333336
20160324,54.75,34.166666666666664,26.875,26.041666666666668
20160325,60.416666666666664,38.208333333333336,55.666666666666664,48.0
20160326,70.95833333333333,36.5,67.375,66.79166666666667
20160327,133.54166666666666,41.5,64.54166666666667,63.916666666666664
