date,shanghai,beijing,guangzhou,shenzhen
20170101,55.0,454.2105263157895,103.52631578947368,54.89473684210526
20170102,100.15,220.9,112.0,65.6
20170103,131.95833333333334,338.5833333333333,122.83333333333333,71.58333333333333
20170104,73.75,393.8333333333333,110.91666666666667,49.333333333333336
20170105,44.333333333333336,276.125,196.20833333333334,67.54166666666667
20170106,34.25,245.08333333333334,124.04166666666667,68.16666666666667
20170107,34.166666666666664,211.125,86.125,48.75
20170108,104.41666666666667,54.875,86.70833333333333,70.58333333333333
20170109,85.21739130434783,49.52173913043478,52.65217391304348,54.73913043478261
20170110,108.58333333333333,44.291666666666664,82.625,58.375
20170111,47.458333333333336,77.0,86.79166666666667,81.91666666666667
20170112,72.83333333333333,59.125,49.916666666666664,86.70833333333333
20170113,128.56521739130434,30.304347826086957,19.347826086956523,24.565217391304348
20170114,44.833333333333336,35.541666666666664,29.166666666666668,27.666666666666668
20170115,33.0,72.70833333333333,34.75,35.458333333333336
20170116,30.208333333333332,123.70833333333333,41.583333333333336,37.833333333333336
20170117,57.333333333333336,176.0,42.5,43.375
20170118,49.708333333333336,53.875,54.25,58.0
20170119,104.20833333333333,85.125,49.625,60.791666666666664
20170120,99.95833333333333,40.708333333333336,31.375,35.458333333333336
20170121,50.041666666666664,53.75,75.54166666666667,62.666666666666664
20170122,68.45833333333333,36.333333333333336,62.333333333333336,66.5
20170123,41.541666666666664,46.666666666666664,64.70833333333333,65.20833333333333
20170124,40.291666666666664,114.33333333333333,73.95833333333333,63.333333333333336
20170125,75.33333333333333,221.33333333333334,77.33333333333333,55.833333333333336
20170126,75.375,203.66666666666666,74.45833333333333,59.208333333333336
20170127,77.5,85.875,70.375,54.083333333333336
20170128,63.083333333333336,364.75,111.5,62.125
20170129,80.08695652173913,80.73913043478261,53.17391304347826,50.0
20170130,43.875,47.833333333333336,41.541666666666664,39.666666666666664
20170131,40.291666666666664,102.08333333333333,47.541666666666664,43.458333333333336
20170201,50.708333333333336,54.625,31.833333333333332,36.625
20170202,51.541666666666664,107.95833333333333,42.333333333333336,40.833333333333336
20170203,27.416666666666668,196.79166666666666,58.875,44.125
20170204,70.79166666666667,294.125,74.58333333333333,42.5
20170205,148.33333333333334,32.166666666666664,55.458333333333336,50.083333333333336
20170206,104.75,35.166666666666664,51.25,46.833333333333336
20170207,39.958333333333336,101.5,68.79166666666667,67.33333333333333
20170208,36.791666666666664,60.458333333333336,47.041666666666664,48.958333333333336
20170209,95.58333333333333,36.208333333333336,36.708333333333336,37.166666666666664
20170210,63.125,38.125,78.08333333333333,80.25
20170211,58.791666666666664,62.375,65.08333333333333,76.58333333333333
20170212,87.70833333333333,138.54166666666666,72.29166666666667,78.25
20170213,82.66666666666667,109.29166666666667,82.83333333333333,68.04166666666667
20170214,90.0,225.79166666666666,92.29166666666667,52.791666666666664
20170215,93.95833333333333,283.125,74.16666666666667,56.666666666666664
20170216,57.833333333333336,145.08333333333334,65.95833333333333,48.333333333333336
20170217,80.375,45.291666666666664,72.66666666666667,55.833333333333336
20170218,40.291666666666664,111.91666666666667,101.79166666666667,57.375
20170219,56.708333333333336,150.75,81.04166666666667,61.0
20170220,77.29166666666667,39.708333333333336,77.75,51.333333333333336
20170221,47.791666666666664,83.75,52.666666666666664,38.25
20170222,70.20833333333333,106.625,54.666666666666664,33.125
20170223,111.33333333333333,36.458333333333336,32.625,39.333333333333336
20170224,62.25,43.541666666666664,30.541666666666668,31.25
20170225,106.08333333333333,30.541666666666668,23.583333333333332,25.75
20170226,154.79166666666666,44.25,43.75,29.125
20170227,71.25,84.25,63.791666666666664,46.458333333333336
20170228,61.333333333333336,34.958333333333336,93.58333333333333,66.41666666666667
20170301,75.08333333333333,44.5,71.83333333333333,80.16666666666667
20170302,65.34782608695652,61.95652173913044,65.69565217391305,63.78260869565217
20170303,69.75,110.375,87.125,73.58333333333333
20170304,79.08333333333333,112.125,84.08333333333333,59.208333333333336
20170305,91.04166666666667,45.375,74.91666666666667,56.583333333333336
20170306,57.208333333333336,44.0,42.291666666666664,47.25
20170307,58.291666666666664,36.291666666666664,39.958333333333336,52.208333333333336
20170308,63.34782608695652,35.08695652173913,45.95652173913044,34.91304347826087
20170309,101.66666666666667,35.5,63.166666666666664,58.791666666666664
20170310,89.54166666666667,55.041666666666664,64.54166666666667,63.833333333333336
20170311,75.625,74.58333333333333,48.5,39.083333333333336
20170312,49.958333333333336,41.75,80.58333333333333,46.541666666666664
20170313,56.416666666666664,37.208333333333336,81.70833333333333,47.041666666666664
20170314,51.625,42.958333333333336,36.333333333333336,40.541666666666664
20170315,53.04347826086956,84.6086956521739,47.52173913043478,40.869565217391305
20170316,47.708333333333336,149.08333333333334,70.25,52.166666666666664
20170317,52.391304347826086,159.95652173913044,65.65217391304348,48.34782608695652
20170318,48.125,184.16666666666666,81.54166666666667,40.875
20170319,54.833333333333336,272.25,51.333333333333336,40.25
20170320,59.875,184.29166666666666,63.458333333333336,36.541666666666664
20170321,89.45833333333333,113.45833333333333,67.70833333333333,51.958333333333336
20170322,40.625,173.625,52.708333333333336,48.0
20170323,40.041666666666664,163.16666666666666,59.208333333333336,51.041666666666664
20170324,55.708333333333336,82.25,58.541666666666664,49.916666666666664
20170325,99.66666666666667,55.666666666666664,26.833333333333332,35.916666666666664
20170326,105.25,36.666666666666664,46.833333333333336,37.791666666666664
20170327,87.41666666666667,37.25,68.70833333333333,54.375
20170328,69.04166666666667,80.70833333333333,77.04166666666667,66.70833333333333
20170329,84.58333333333333,145.25,70.20833333333333,64.41666666666667
20170330,60.291666666666664,119.20833333333333,66.625,59.75
20170331,69.04166666666667,48.583333333333336,35.25,40.541666666666664
20170401,89.91666666666667,61.541666666666664,50.083333333333336,50.5
20170402,110.875,90.25,61.375,65.41666666666667
20170403,100.33333333333333,159.70833333333334,87.83333333333333,72.0
20170404,81.52173913043478,175.52173913043478,66.08695652173913,69.43478260869566
20170405,64.95833333333333,83.5,57.208333333333336,50.666666666666664
20170406,96.69565217391305,126.8695652173913,62.95652173913044,49.608695652173914
20170407,61.541666666666664,103.625,62.166666666666664,42.708333333333336
20170408,81.83333333333333,113.0,51.458333333333336,37.791666666666664
20170409,51.791666666666664,86.29166666666667,42.791666666666664,29.041666666666668
20170410,43.125,89.95833333333333,49.083333333333336,28.916666666666668
20170411,76.0,61.458333333333336,51.625,35.083333333333336
20170412,90.33333333333333,69.33333333333333,27.5,28.458333333333332
20170413,66.375,91.75,40.791666666666664,39.375
20170414,72.875,93.875,71.08333333333333,53.125
20170415,78.52173913043478,69.78260869565217,65.21739130434783,42.17391304347826
20170416,65.45833333333333,134.5,57.333333333333336,40.458333333333336
20170417,74.54166666666667,180.75,64.125,40.958333333333336
20170418,88.73913043478261,65.47826086956522,62.69565217391305,61.56521739130435
20170419,81.75,83.0,61.125,41.166666666666664
20170420,78.625,72.25,45.208333333333336,26.25
20170421,71.41666666666667,55.041666666666664,40.875,34.083333333333336
20170422,66.29166666666667,85.75,50.625,41.166666666666664
20170423,76.45833333333333,60.416666666666664,61.25,54.208333333333336
20170424,82.66666666666667,70.95833333333333,72.45833333333333,59.166666666666664
20170425,64.54166666666667,39.25,71.29166666666667,53.958333333333336
20170426,53.375,43.0,53.125,54.916666666666664
20170427,56.5,45.875,26.208333333333332,39.875
20170428,80.41666666666667,58.541666666666664,63.875,49.125
20170429,99.26086956521739,76.1304347826087,114.47826086956522,71.6086956521739
20170430,94.16666666666667,106.08333333333333,98.58333333333333,69.29166666666667
20170501,57.5,82.25,60.916666666666664,60.458333333333336
20170502,42.291666666666664,95.875,50.208333333333336,39.791666666666664
20170503,49.75,104.45833333333333,40.125,30.958333333333332
20170504,45.958333333333336,420.9583333333333,41.625,28.708333333333332
20170505,65.16666666666667,256.3333333333333,57.833333333333336,84.04166666666667
20170506,126.83333333333333,71.70833333333333,80.625,88.04166666666667
20170507,148.45833333333334,64.79166666666667,54.458333333333336,45.291666666666664
20170508,73.95833333333333,84.625,48.875,49.083333333333336
20170509,67.70833333333333,81.45833333333333,42.166666666666664,60.708333333333336
20170510,106.41666666666667,64.70833333333333,128.58333333333334,105.375
20170511,101.83333333333333,91.0,111.125,53.125
20170512,69.04166666666667,110.29166666666667,45.541666666666664,45.291666666666664
20170513,86.29166666666667,61.416666666666664,58.0,48.875
20170514,93.04166666666667,47.5,90.16666666666667,49.666666666666664
20170515,59.56521739130435,55.91304347826087,30.0,26.434782608695652
20170516,44.666666666666664,87.29166666666667,37.666666666666664,29.625
20170517,59.04347826086956,118.21739130434783,69.95652173913044,57.30434782608695
20170518,67.625,144.58333333333334,83.58333333333333,57.083333333333336
20170519,76.70833333333333,145.625,52.833333333333336,49.0
20170520,54.59090909090909,115.5,46.0,36.68181818181818
20170521,53.18181818181818,93.81818181818181,48.5,41.18181818181818
20170522,39.888888888888886,62.05555555555556,43.27777777777778,37.77777777777778
20170523,46.46666666666667,47.733333333333334,56.6,32.0
20170524,42.958333333333336,54.958333333333336,29.333333333333332,30.083333333333332
20170525,62.541666666666664,70.54166666666667,38.666666666666664,40.0
20170526,84.56521739130434,90.26086956521739,56.869565217391305,53.21739130434783
20170527,71.16666666666667,110.33333333333333,67.58333333333333,61.791666666666664
20170528,82.375,150.79166666666666,94.16666666666667,86.91666666666667
20170529,59.291666666666664,74.33333333333333,97.0,71.91666666666667
20170530,57.583333333333336,69.375,61.833333333333336,43.125
20170531,80.66666666666667,117.125,53.583333333333336,34.5
20170601,110.21739130434783,69.52173913043478,38.91304347826087,24.47826086956522
20170602,93.875,59.75,45.625,35.208333333333336
20170603,60.291666666666664,60.916666666666664,53.458333333333336,37.041666666666664
20170604,60.25,95.25,44.583333333333336,32.083333333333336
20170605,55.833333333333336,108.29166666666667,36.166666666666664,31.875
